MJ03,MJ06,MJ05,JAAC001,JAAC002,JAAC003,JAAC004,JAAC005,JAAC007,JAAC008,JAAC009,JAAC010,JAAC011,JAAC012,JAAC013,JAAC014,JAAC020,JAAC021,JAAC022,JAAC023,JAAC024,JAAC025,JAAC026,JAAC027,MJ07
80101264,2,2,2,51,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80101265,1,1,1,67,1,1,1, , , , , ,4,4, ,1,2,      ,0,4,3,6,7,1
80101265,1,2,2,6,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
80101285,1,1,1,74,1,1,1, , , , , ,4,4, ,1,1,197908,1,5,3,6,7,1
80101285,1,2,2,35,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
80101292,1,1,1,27,1,1,1, , , , , ,4,4, ,1,1,201608,1,5,3,6,7,1
80101292,1,2,2,62,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,1,7,
80101299,1,1,1,47,1,1,1, , , , , ,4,4, ,1,1,199101,1,5,3,6,7,1
80101299,1,2,2,94,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80101299,1,3,2,73,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80101299,2,4,2,39,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80101330,1,1,1,70,1,1,1, , , , , ,4,4, ,1,1,197604,1,5,3,6,7,1
80101330,1,2,2,69,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80101331,1,1,1,64,1,1,1, , , , , ,4,4, ,1,1,199609,1,5,3,6,7,1
80101331,1,3,2,83,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80101331,2,2,2,23,1,1,1, , , , , ,3,3,2,1,1,201305,1,5,3,6,7,
80101333,2,1,1,77,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,1
80101336,1,1,1,26,2,1,1, , , , , ,4,4, ,1,1,201410,1,5,3,6,7,1
80101336,2,2,2,7,1,1,22, , , , , ,3,3,2,6,3,      ,0,6,3,6,7,
80101343,1,1,1,59,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,1
80101344,1,1,1,25,1,1,1, , , , , ,2,2,2,4,1,201202,1,5,3,6,7,1
80101348,1,1,1,64,1,1,1, , , , , ,4,4, ,1,1,200012,1,5,3,6,7,1
80101348,2,2,2,23,2,1,1, , , , , ,3,3,2,1,1,201311,1,5,3,6,7,
80101349,1,1,1,64,1,1,1, , , , , ,4,4, ,1,1,197705,1,6,3,6,7,1
80101349,1,2,2,76,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
80101358,0,1,1,          , ,  ,1, , , , , ,4,4, ,7,3,      ,0,6,3,6,2,1
80101358,2,2,2,78,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
80200088,1,1,1,75,2,1,1, , , , , ,4,4, ,1,1,197410,1,5,3,6,7,1
80200088,2,2,2,34,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80200091,1,1,1,          , ,  ,  , , , , , , , , , , ,      ,0, , , , ,1
80200091,1,2,2,28,1,1,1, , , , , ,3,3,2,1,1,199610,1,5,3,6,7,
80200095,1,1,1,51,1,1,1, , , , , ,4,4, ,1,1,198408,1,5,3,6,7,1
80200095,1,2,2,41,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
80200095,1,3,2,22,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
80200095,1,4,2,22,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
80300084,1,2,2,27,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80300084,2,1,1,26,2,1,1, , , , , ,4,4, ,1,1,201612,1,5,3,6,7,1
80300085,1,1,1,38,1,1,1, , , , , ,3,3,2,1,1,199606,1,5,3,6,7,1
80300087,1,1,1,22,1,1,1, , , , , ,2,2,2,3,1,201705,1,5,3,6,7,1
80300091,1,1,1,          , ,  ,  , , , , , , , , , , ,      ,0, , , , ,1
80300091,1,2,2,29,1,1,1, , , , , ,2,2,2,1,1,200504,1,5,3,6,7,
80300099,1,1,1,38,1,1,1, , , , , ,2,2,2,1,1,200205,1,6,3,6,7,1
80400520,1,1,1,63,1,1,1, , , , , ,4,4, ,1,1,198502,1,5,3,6,7,1
80400520,2,2,2,49,1,1,1, , , , , ,2,2,2,3,1,198705,1,5,3,6,7,
80400521,1,1,1,53,1,22,3, , , , , ,2,2,2,7,3,      ,0,6,3,1,7,1
80400532,1,1,1,68,1,1,1, , , , , ,3,3,2,1,1,196904,1,5,3,6,7,1
80400532,2,2,2,39,1,1,1, , , , , ,3,3,2,2,1,199506,1,5,3,6,7,
80400535,1,1,1,18,1,1,1, , , , , ,4,4, ,1,1,201707,1,5,3,6,7,1
80400535,2,2,2,51,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80400535,2,3,2,61,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80400540,1,1,1,37,1,1,1, , , , , ,4,4, ,1,1,200106,1,5,3,6,7,1
80400540,2,2,2,7,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,6,
80400541,0,1,1,          , ,  ,1, , , , , ,4,4, ,1,1,      ,0,6,3,6,7,1
80400541,2,2,2,54,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
80400544,1,1,1,63,1,1,1, , , , , ,4,4, ,1,1,197704,1,5,3,6,7,1
80400544,1,2,2,23,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
80400545,1,1,1,47,1,1,1, , , , , ,4,4, ,1,1,198901,1,5,3,6,7,1
80400545,2,2,2,33,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
80400553,1,1,1,29,1,1,1, , , , , ,2,2,2,1,1,200702,1,6,3,6,7,1
80400553,1,2,2,23,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
80400553,2,3,2,57,1,1,1, , , , , ,3,3,2,2,1,200411,1,1,3,6,7,
80400554,1,1,1,30,1,1,1, , , , , ,4,4, ,3,1,200505,1,5,3,6,7,1
80400554,2,2,2,73,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
80400555,1,1,1,71,1,1,1, , , , , ,4,4, ,1,1,198605,1,6,3,6,7,1
80400555,1,2,2,67,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,5,7,
80400556,1,1,1,46,1,1,1, , , , , ,3,3,2,3,2,      ,0,5,3,6,7,1
80400557,1,1,1,37,1,1,1, , , , , ,3,3,2,2,1,200201,1,5,3,6,7,1
80400564,1,1,1,25,2,1,1, , , , , ,4,4, ,1,1,201611,1,5,3,6,7,1
80400564,3,2,2,48,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
80400569,1,1,1,57,1,1,1, , , , , ,4,4, ,1,1,197708,1,5,3,6,7,1
80400569,2,2,2,54,2,1,1, , , , , ,3,3,2,1,1,198702,1,5,3,6,7,
80500635,0,1,1,          , ,  ,1, , , , , ,4,4, ,1,1,      ,0,6,3,6,7,1
80500635,1,2,2,38,1,1,1, , , , , ,3,3,2,3,1,199612,1,5,3,6,7,
80500640,1,1,1,16,1,1,1, , , , , ,3,3,2,3,1,201706,1,5,3,6,7,1
80500652,1,1,1,43,1,1,1, , , , , ,3,3,2,1,1,199202,1,5,3,6,7,1
80500652,1,2,2,43,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80500652,1,3,2,12,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80500658,1,1,1,17,1,1,3, , , , , ,4,4, ,7,3,      ,0,6,3,3,7,1
80500658,1,2,2,74,2,1,22, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
80500658,1,3,2,64,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
80500658,1,4,2,78,2,1,22, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
80500658,1,5,2,66,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
80500659,1,1,1,60,1,1,1, , , , , ,4,4, ,7,1,198312,1,5,3,6,7,1
80500659,1,2,2,87,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,5,7,
80500669,1,1,1,21,1,22,1, , , , , ,3,3,2,1,1,201701,1,5,3,6,7,1
80500669,2,2,2,35,1,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
80500671,1,1,1,26,2,1,1, , , , , ,2,2,2,1,1,201603,1,5,3,6,7,1
80500671,2,2,2,51,1,1,1, , , , , ,3,3,2,1,1,199303,1,5,3,6,7,
80500676,1,1,1,72,1,2,1, , , , , ,4,4, ,1,1,197203,1,5,3,6,7,1
80500676,2,2,2,59,1,2,1, , , , , ,3,3,2,1,1,197910,1,5,3,6,7,
80500683,1,1,1,43,1,1,1, , , , , ,2,2,2,7,3,      ,0,3,3,6,1,1
80500700,1,1,1,64,1,1,1, , , , , ,4,4, ,1,1,199107,1,5,3,6,7,1
80500700,2,2,2,47,2,1,1, , , , , ,3,3,2,1,1,199411,1,5,3,6,7,
80500700,2,3,2,18,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80500704,1,1,1,66,1,1,1, , , , , ,3,3,2,1,1,198508,1,5,3,6,7,1
80500704,1,2,2,60,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90101420,1,1,1,31,1,1,1, , , , , ,4,4, ,1,1,200306,1,5,3,6,7,1
90101420,1,2,2,5,1,1,21, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
90101420,3,3,2,9,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
90101422,1,1,1,83,1,1,1, , , , , ,4,4, ,1,1,196002,1,5,2,6,7,1
90101422,1,2,2,82,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90101423,1,1,1,17,1,1,1, , , , , ,3,3,2,3,3,      ,0,5,3,6,7,1
90101426,1,1,1,62,1,1,1, , , , , ,3,3,2,7,3,      ,0,4,3,6,1,1
90101428,1,1,1,42,1,1,1, , , , , ,4,4, ,1,1,199610,1,5,3,6,7,1
90101428,2,2,2,33,2,1,1, , , , , ,3,3,2,1,1,200411,1,5,3,6,7,
90101429,1,1,1,46,1,1,1, , , , , ,4,4, ,1,1,198901,1,5,3,6,7,1
90101429,1,2,2,76,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,
90101434,1,1,1,67,1,1,1, , , , , ,3,3,2,1,1,196906,1,5,3,6,7,1
90101436,1,1,1,32,2,1,1, , , , , ,3,3,2,1,1,200610,1,6,3,6,7,1
90101439,1,1,1,31,1,1,1, , , , , ,2,2,2,1,1,200308,1,5,2,6,7,1
90101439,2,2,2,21,1,1,1, , , , , ,1,1,2,1,1,201611,1,5,2,6,7,
90101439,2,3,2,23,2,1,22, , , , , ,1,1,2,1,3,      ,0,6,3,6,7,
90101439,2,4,2,41,2,1,22, , , , , ,1,1,2,1,3,      ,0,6,3,6,7,
90101439,2,5,2,34,1,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
90101439,2,6,2,39,2,1,22, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
90101440,1,1,1,56,1,1,1, , , , , ,4,4, ,1,1,198010,1,5,3,6,7,1
90101440,1,2,2,19,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
90101443,1,1,1,66,1,1,1, , , , , ,4,4, ,1,1,199012,1,5,3,6,7,1
90101443,2,2,2,48,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90101450,1,1,1,25,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,6,1
90101460,1,1,1,33,1,1,1, , , , , ,3,3,2,1,1,200206,1,5,3,6,7,1
90101460,3,2,2,43,1,1,1, , , , , ,3,3,2,1,1,199108,1,5,3,6,7,
90101471,1,1,1,27,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,1
90101475,1,1,1,23,2,1,1, , , , , ,4,4, ,1,1,201606,1,5,2,6,7,1
90101475,1,2,2,53,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
90101475,1,3,2,45,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
90101477,1,1,1,32,2,1,1, , , , , ,4,4, ,1,1,200307,1,5,3,6,7,1
90101477,2,2,2,46,2,1,1, , , , , ,3,3,1,7,3,      ,0,5,3,6,2,
90101488,1,1,1,80,2,1,3, , , , , ,2,1,2,7,3,      ,0,6,3,2,7,1
90101493,1,1,1,          , ,  ,1, , , , , ,4,4, ,1, ,      ,0,5,3,6,7,1
90101493,2,2,2,53,1,1,1, , , , , ,3,3,2,3,1,198107,1,5,3,6,7,
90101495,1,1,1,61,2,1,1, , , , , ,4,4, ,1,1,197608,1,5,3,6,7,1
90101495,2,2,2,45,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
90101500,1,1,1,34,1,1,1, , , , , ,2,2,2,7,3,      ,0,1,3,6,2,1
90101501,1,1,1,22,2,1,1, , , , , ,4,4, ,1,1,201603,1,5,3,6,7,1
90101501,1,2,2,22,1,1,3, , , , , ,1,1,2,7,3,      ,0,6,3,1,7,
90101501,1,3,2,22,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90101502,1,1,1,41,1,1,3, , , , , ,1,1,1,7,3,      ,0,6,3,3,7,1
90101514,1,1,1,63,1,1,1, , , , , ,4,4, ,1,1,198402,1,5,3,6,7,1
90101514,1,2,2,72,2,1,3, , , , , ,2,2,1,7,3,      ,0,6,3,1,7,
90101519,1,1,1,28,1,1,1, , , , , ,2,2,2,2,2,201310,1,2,3,6,7,1
90101529,1,1,1,64,1,1,1, , , , , ,4,4, ,1,1,198401,1,5,2,6,7,1
90101529,2,2,2,37,1,1,1, , , , , ,3,3,2,3,1,200404,1,5,2,6,7,
90101531,1,2,2,29,2,1,1, , , , , ,3,3,2,1,1,200202,1,5,3,6,7,
90101531,2,1,1,40,1,25,1, , , , , ,4,4, ,1,1,201307,1,5,3,6,7,1
90101533,1,1,1,22,1,1,1, , , , , ,3,3,2,1,1,201402,1,3,2,6,7,1
90101534,1,1,1,18,1,1,1, , , , , ,3,3,2,1,1,201701,1,5,3,6,7,1
90101542,1,1,1,48,1,1,1, , , , , ,4,4, ,1,1,198712,1,5,3,6,7,1
90101542,2,2,2,52,1,1,1, , , , , ,3,3,2,1,1,198612,1,5,3,6,7,
90101544,1,1,1,32,2,1,1, , , , , ,4,4, ,1,1,201506,1,5,3,6,7,1
90101544,2,2,2,55,2,1,1, , , , , ,3,3,2,1,1,199107,1,5,3,6,7,
90101547,1,1,1,51,1,1,1, , , , , ,3,2,2,7,3,      ,0,5,3,6,6,1
90101562,1,1,1,36,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
90101573,1,1,1,22,2,1,1, , , , , ,4,4, ,1,1,201206,1,5,3,6,7,1
90101573,2,2,2,42,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
90101576,1,1,1,13,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,1
90101577,1,1,1,49,1,1,1, , , , , ,4,4, ,1,1,198711,1,5,3,6,7,1
90101577,2,2,2,82,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
90101583,1,1,1,55,1,1,1, , , , , ,2,2,2,1,1,199711,1,6,3,6,7,1
90101593,1,1,1,32,1,1,1, , , , , ,4,4, ,1,1,201705,1,5,2,6,7,1
90101593,1,2,2,19,1,1,22, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
90101594,1,1,1,30,1,1,1, , , , , ,3,3,2,1,1,201507,1,4,3,6,7,1
90101608,1,1,1,24,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,1
90101609,1,1,1,50,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,6,1
90101610,1,1,1,24,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,6,1
90101612,1,1,1,38,1,1,1, , , , , ,4,4, ,7,1,199705,1,5,3,6,7,1
90101612,1,2,2,9,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,5,7,
90101622,1,1,1,58,1,1,1, , , , , ,4,4, ,1,1,197808,1,5,3,6,7,1
90101622,1,2,2,24,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
90101624,1,1,1,23,1,1,1, , , , , ,4,4, ,1,1,201405,1,5,3,6,7,1
90101624,1,2,2,30,2,27,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
90101625,1,1,1,51,1,1,1, , , , , ,4,4, ,1,1,198802,1,5,3,6,7,1
90101625,1,2,2,22,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
90101644,1,1,1,33,1,1,1, , , , , ,4,4, ,1,1,200303,1,5,2,6,7,1
90101644,2,2,2,24,1,1,1, , , , , ,3,3,2,1,1,201108,1,5,2,6,7,
90101645,1,1,1,36,1,1,1, , , , , ,4,4, ,1,1,199809,1,5,3,6,7,1
90101645,1,2,2,44,2,1,3, , , , , ,1,1,2,7,3,      ,0,6,3,3,7,
90101689,1,1,1,27,1,1,1, , , , , ,4,4, ,1,1,200806,1,5,3,6,7,1
90101689,1,2,2,32,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
90200342,1,1,1,39,1,1,1, , , , , ,3,3,2,1,1,200905,1,5,3,6,7,1
90200349,1,1,1,43,2,1,1, , , , , ,3,3,2,2,1,199205,1,5,3,6,7,1
90200352,1,1,1,55,1,1,1, , , , , ,4,4, ,1,1,198601,1,5,3,6,7,1
90200352,2,2,2,42,1,1,1, , , , , ,3,3,2,3,1,199206,1,5,3,6,7,
90200353,1,1,1,63,1,1,1, , , , , ,3,3,2,7,3,      ,0,2,3,6,1,1
90200358,1,1,1,64,2,1,1, , , , , ,2,2,2,1,1,197806,1,5,3,6,7,1
90200358,1,2,2,60,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90200361,1,1,1,59,1,1,1, , , , , ,3,3,2,1,1,200601,1,5,2,6,7,1
90200361,1,2,2,61,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90200361,2,3,2,56,1,1,1, , , , , ,3,3,2,1,1,199401,1,5,2,6,7,
90200364,1,1,1,53,1,1,1, , , , , ,1,1,2,3,1,198211,1,6,3,6,7,1
90200365,1,1,1,41,1,1,1, , , , , ,3,3,2,4,1,199404,1,6,3,6,7,1
90200370,1,1,1,27,1,1,1, , , , , ,4,4, ,1,1,201301,1,5,3,6,7,1
90200370,2,2,2,26,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90200376,1,1,1,35,1,1,1, , , , , ,4,4, ,1,1,200212,1,5,3,6,7,1
90200376,2,2,2,22,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
90200381,1,1,1,76,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,1,7,1
90200382,2,1,1,79,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,1
90200387,0,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0,5,3,6,7,1
90200387,1,2,2,49,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
90200387,1,3,2,52,1,1,1, , , , , ,3,3,2,2,1,198602,1,5,3,6,7,
90200388,1,1,1,51,1,1,1, , , , , ,4,4, ,1,1,201010,1,5,3,6,7,1
90200388,1,2,2,80,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90300147,1,1,1,48,1,1,1, , , , , ,4,4, ,1,1,200511,1,5,2,6,7,1
90300147,2,2,2,67,1,1,1, , , , , ,3,3,2,1,1,198003,1,5,2,6,7,
90300148,1,1,1,42,1,1,1, , , , , ,4,4, ,1,1,199609,1,5,3,6,7,1
90300148,2,2,2,56,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
90300149,1,1,1,79,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,1
90300150,1,1,1,21,1,1,1, , , , , ,3,3,2,3,1,201406,1,5,3,6,7,1
90400210,1,1,1,38,1,1,1, , , , , ,4,4, ,1,1,200606,1,4,3,6,7,1
90400210,2,2,2,58,1,1,1, , , , , ,1,1,1,3,3,      ,0,6,3,6,1,
90400211,1,1,1,48,1,1,1, , , , , ,3,3,2,1,1,201101,1,5,3,6,7,1
90400211,1,2,2,26,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90400211,1,3,2,25,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90400211,1,4,2,48,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90400211,1,5,2,43,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90400211,1,6,2,23,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
90400212,1,1,1,26,1,1,1, , , , , ,3,3,2,3,1,201706,1,5,3,6,7,1
90400226,1,1,1,60,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
90500146,1,1,1,29,1,1,1, , , , , ,4,4, ,1,1,200811,1,1,3,6,7,1
90500146,2,2,2,83,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
90500147,1,1,1,40,1,1,1, , , , , ,4,4, ,1,1,199508,1,5,3,6,7,1
90500147,2,2,2,51,2,1,1, , , , , ,3,2,2,7,3,      ,0,6,3,6,2,
90500149,1,2,2,61,1,1,1, , , , , ,3,3,2,1,1,197410,1,5,3,6,7,
90500149,2,1,1,32,1,1,1, , , , , ,1,1,1,1,1,201410,1,6,3,6,7,1
90500150,1,1,1,41,1,1,1, , , , , ,4,4, ,1,1,199606,1,5,3,6,7,1
90500150,2,2,2,42,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
90500151,1,1,1,44,2,1,1, , , , , ,4,4, ,1,1,199110,1,5,3,6,7,1
90500151,2,2,2,20,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,2,
90500159,1,1,1,85,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
90500160,1,2,2,78,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
90500160,2,1,1,40,2,1,1, , , , , ,4,4, ,7,1,199409,1,5,3,6,7,1
90500163,1,1,1,19,2,1,1, , , , , ,3,3,2,1,1,201705,1,5,3,6,7,1
90500163,2,2,2,25,1,1,1, , , , , ,3,3,2,1,1,201006,1,5,3,6,7,
90500165,1,1,1,45,1,1,1, , , , , ,4,4, ,1,1,199210,1,5,3,6,7,1
90500165,2,2,2,26,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
90600105,1,1,1,25,1,1,1, , , , , ,4,4, ,1,1,201010,1,5,3,6,7,1
90600105,2,2,2,31,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
90600110,1,1,1,18,1,1,1, , , , , ,3,3,2,1,1,201611,1,4,3,6,7,1
90700079,1,1,1,34,1,1,1, , , , , ,4,4, ,1,1,200807,1,5,3,6,7,1
90700079,2,2,2,13,1,1,1, , , , , ,3,3,2,7,3,      ,0,6,3,6,1,
90700080,1,1,1,22,1,22,1, , , , , ,3,3,2,1,1,201306,1,5,3,6,7,1
90700081,1,1,1,33,2,1,1, , , , , ,4,4, ,7,3,      ,0,5,3,6,6,1
90700081,1,2,2,6,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,4,7,
90700082,1,1,1,79,1,1,1, , , , , ,2,1,2,1,1,196906,1,6,3,6,7,1
90700083,1,1,1,28,1,1,1, , , , , ,4,4, ,1,1,200608,1,5,3,6,7,1
90700083,2,2,2,69,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
90800081,1,1,1,85,1,1,1, , , , , ,3,3,2,1,1,196207,1,5,3,6,7,1
90800087,1,1,1,65,1,1,1, , , , , ,4,4, ,1,1,197110,1,5,3,6,7,1
90800087,2,2,2,21,1,1,1, , , , , ,3,3,2,1,1,201510,1,5,3,6,7,
90900020,1,1,1,25,2,1,1, , , , , ,3,3,2,3,1,200710,1,5,3,6,7,1
100100492,1,1,1,20,2,1,1, , , , , ,4,4, ,1,1,201606,1,5,3,6,7,1
100100492,1,2,2,54,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
100100498,1,1,1,20,1,1,1, , , , , ,3,3,2,1,1,201503,1,2,3,6,7,1
100100499,2,1,1,25,1,1,1, , , , , ,3,3,2,1,2,      ,0,2,3,6,7,1
100100499,2,2,2,27,1,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
100100499,2,3,2,23,1,1,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
100100501,1,1,1,27,1,1,1, , , , , ,4,4, ,7,1,201303,1,4,3,6,7,1
100100501,1,2,2,71,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,5,7,
100100505,1,1,1,28,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
100100507,1,1,1,          , ,  ,1, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,1
100100507,2,2,2,54,2,1,1, , , , , ,3,3,2,1,1,199904,1,5,3,6,7,
100100511,1,1,1,62,1,1,1, , , , , ,4,4, ,1,1,197903,1,5,3,6,7,1
100100511,1,2,2,73,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
100100517,1,1,1,45,1,1,1, , , , , ,4,4, ,1,1,200402,1,5,3,6,7,1
100100517,1,3,2,9,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
100100518,1,1,1,22,1,1,1, , , , , ,2,2,2,7,3,      ,0,6,3,6,1,1
100100520,1,1,1,51,1,1,1, , , , , ,1,1,2,3,1,198310,1,6,3,6,7,1
100100527,1,1,1,26,1,1,1, , , , , ,2,2,2,3,1,201210,1,5,3,6,7,1
100100528,1,1,1,20,2,1,1, , , , , ,3,3,2,1,1,201603,1,5,3,6,7,1
100100529,1,1,1,42,1,1,1, , , , , ,2,2,2,1,1,200507,1,5,3,6,7,1
100100534,1,1,1,31,1,1,1, , , , , ,2,2,2,7,3,      ,0,6,3,6,1,1
100100538,1,1,1,53,1,1,1, , , , , ,4,4, ,1,1,199310,1,5,3,6,7,1
100100538,1,2,2,83,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,
100100548,1,1,1,23,1,1,1, , , , , ,2,2,2,1,1,201407,1,5,3,6,7,1
100100548,2,2,2,75,1,1,1, , , , , ,2,2,2,1,1,196706,1,5,3,6,7,
100200330,1,1,1,17,1,1,1, , , , , ,2,2,2,3,1,201501,1,5,3,6,7,1
100200333,1,1,1,          , ,  ,1, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,1
100200333,1,2,2,20,2,1,22, , , , , ,3,3,1,1,3,      ,0,6,3,6,7,
100200336,1,1,1,          , ,  ,1, , , , , ,4,4, ,1,1,199901,1,6,3,6,7,1
100200336,2,2,2,75,1,1,1, , , , , ,3,3,1,7,3,      ,0,5,3,6,1,
100200337,1,3,2,32,2,1,1, , , , , ,3,3,2,1,2,      ,0,5,3,6,7,
100200337,1,4,2,37,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
100200337,2,1,1,39,2,1,1, , , , , ,1,1,2,1,1,199708,1,5,3,6,7,1
100200337,2,2,2,2,1,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
100200347,1,1,1,24,1,1,1, , , , , ,4,4, ,1,1,201603,1,5,3,6,7,1
