MJ03,MJ06,MJ05,JAAC001,JAAC002,JAAC003,JAAC004,JAAC005,JAAC007,JAAC008,JAAC009,JAAC010,JAAC011,JAAC012,JAAC013,JAAC014,JAAC020,JAAC021,JAAC022,JAAC023,JAAC024,JAAC025,JAAC026,JAAC027,MJ07
160400013,1,1,1,30,1,1,1, , , , , ,3,3,2,1,1,200411,1,5,3,6,7,1
160400013,1,3,2,27,2,1,21, , , , , ,3,2,2,1,3,      ,0,6,3,6,7,
160400013,2,2,2,62,1,1,1, , , , , ,3,3,2,1,1,198207,1,5,3,6,7,
160400013,2,4,2,43,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
160400032,7,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0,5,3,6,7,1
160400032,7,2,2,21,1,1,3, , , , , ,3,3,1,7,3,      ,0,6,3,1,7,
160500005,1,1,1,45,1,1,1, , , , , ,4,4, ,1,1,199002,1,5,3,6,7,1
160500005,2,2,2,53,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,2,
160600004,1,1,1,40,1,1,1, , , , , ,3,3,2,1,1,200005,1,5,3,6,7,1
160700006,1,1,1,34,1,1,1, , , , , ,4,4, ,1,1,200608,1,5,3,6,7,1
160700006,2,2,2,34,1,1,1, , , , , ,2,1,2,7,3,      ,0,5,3,6,7,
160700007,1,1,1,72,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,1
160700016,1,1,1,22,1,1,1, , , , , ,4,4, ,1,1,201509,1,5,3,6,7,1
160700016,1,2,2,82,2,1,3, , , , , ,2,1,2,7,3,      ,0,6,3,2,7,
170100003,1,1,1,35,1,1,1, , , , , ,3,3,2,1,1,200302,1,5,3,6,7,1
170100005,1,1,1,71,1,1,1, , , , , ,1,1,1,7,3,      ,0,6,3,6,1,1
170100006,1,1,1,27,1,1,1, , , , , ,4,4, ,1,1,201011,1,5,3,6,7,1
170100006,2,2,2,56,2,1,1, , , , , ,3,3,2,1,1,198203,1,5,3,6,7,
170100011,1,1,1,31,1,1,1, , , , , ,4,4, ,1,1,200307,1,5,3,6,7,1
170100011,3,2,2,46,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,2,
170100012,1,1,1,24,1,1,1, , , , , ,4,4, ,1,1,201508,1,2,3,6,7,1
170100012,1,2,2,18,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
170100021,1,1,1,51,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,1
170100024,1,1,1,53,1,1,1, , , , , ,4,4, ,1,1,198410,1,4,3,6,7,1
170100024,2,2,2,42,1,1,1, , , , , ,3,3,2,7,3,      ,0,4,3,6,1,
170100026,1,1,1,58,1,1,1, , , , , ,4,4, ,1,2,197803,1,5,3,6,7,1
170100026,1,3,2,57,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
170100030,2,1,1,40,2,1,1, , , , , ,3,3,2,7,1,201401,1,5,3,6,7,1
170100043,1,1,1,31,1,1,1, , , , , ,4,4, ,1,1,201309,1,5,3,6,7,1
170100043,1,2,2,17,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
170100052,1,1,1,47,1,1,1, , , , , ,2,2,2,4,1,198808,1,2,3,6,7,1
170200009,1,1,1,          , ,  ,  , , , , , , , , , , ,      ,0, , , , ,1
170200009,1,2,2,41,1,1,1, , , , , ,2,2,2,1,1,199902,1,6,3,6,7,
170200012,1,1,1,86,1,1,1, , , , , ,3,3,2,1,1,199610,1,5,3,6,7,1
170200013,1,1,1,72,1,1,1, , , , , ,2,1,2,1,1,197007,1,6,3,6,7,1
170200013,1,2,2,69,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
170300003,1,1,1,51,1,1,1, , , , , ,4,4, ,1,1,199912,1,5,3,6,7,1
170300003,2,2,2,73,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
170300007,1,1,1,45,2,1,1, , , , , ,3,3,2,1,1,199907,1,5,3,6,7,1
170400008,1,1,1,45,2,1,1, , , , , ,3,3,2,1,1,200110,1,5,3,6,7,1
170400009,1,1,1,57,1,1,1, , , , , ,4,4, ,1,1,198002,1,5,3,6,7,1
170400009,1,2,2,12,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,4,7,
170400016,1,1,1,39,1,1,1, , , , , ,4,4, ,1,1,199507,1,5,3,6,7,1
170400016,1,2,2,47,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
170500002,1,1,1,63,1,1,1, , , , , ,1,1,1,2,1,197410,1,6,3,6,7,1
170500009,1,1,1,38,1,1,1, , , , , ,3,3,2,7,1,200704,1,5,3,6,7,1
170500009,1,2,2,23,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
170600007,1,1,1,54,1,1,1, , , , , ,3,3,2,1,1,198808,1,5,3,6,7,1
170600008,1,1,1,46,1,27,1, , , , , ,4,4, ,1,1,199003,1,5,3,6,7,1
170600008,2,2,2,36,1,1,1, , , , , ,3,2,2,1,1,200907,1,5,3,6,7,
180100005,1,1,1,38,2,1,1, , , , , ,4,4, ,1,1,200501,1,5,3,6,7,1
180100005,2,2,2,60,2,1,1, , , , , ,2,2,2,7,3,      ,0,6,3,6,1,
180100008,1,1,1,18,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,1
180100011,1,1,1,45,1,1,1, , , , , ,3,3,2,1,1,199103,1,5,3,6,7,1
180100011,2,2,2,35,1,1,1, , , , , ,3,3,2,1,1,200309,1,5,3,6,7,
180100021,1,1,1,29,1,1,1, , , , , ,4,4, ,1,1,200502,1,5,3,6,7,1
180100021,2,2,2,44,1,1,1, , , , , ,2,2,2,1,1,199012,1,5,3,6,7,
180100033,1,1,1,39,1,1,1, , , , , ,3,3,2,1,1,201211,1,5,3,6,7,1
180100037,1,1,1,18,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
180100039,1,1,1,          , ,  ,3, , , , , ,4,4, ,7,3,      ,0,6,3,3,7,1
180100039,1,2,2,25,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
180100045,1,1,1,32,2,1,1, , , , , ,3,3,2,1,1,200309,1,5,3,6,7,1
180100048,1,1,1,47,1,1,1, , , , , ,3,3,2,1,1,200505,1,5,3,6,7,1
180100048,2,2,2,59,2,1,1, , , , , ,3,3,2,1,1,198903,1,5,3,6,7,
180200005,1,1,1,40,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,1,7,1
180200014,1,1,1,21,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
180200014,1,2,2,21,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,
180300001,1,1,1,60,1,1,1, , , , , ,3,3,2,2,1,198503,1,4,3,6,7,1
180300001,1,2,2,25,2,1,21, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
180300004,1,1,1,44,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
180300006,1,1,1,25,1,1,1, , , , , ,4,4, ,1,1,200408,1,5,3,6,7,1
180300006,2,2,2,78,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
180400003,1,1,1,43,1,1,1, , , , , ,3,3,2,1,1,201403,1,5,3,6,7,1
180400003,1,2,2,33,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
180400005,1,1,1,61,1,1,1, , , , , ,3,3,2,7,3,      ,0,6,3,6,5,1
180400008,1,1,1,28,1,1,1, , , , , ,4,4, ,1,1,200707,1,5,3,6,7,1
180400008,2,2,2,78,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
180400009,1,1,1,25,2,1,1, , , , , ,3,3,2,1,1,201502,1,5,3,6,7,1
180400009,1,2,2,22,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
180400010,1,1,1,28,2,1,1, , , , , ,3,3,2,1,1,200705,1,5,3,6,7,1
180400012,1,1,1,34,1,1,1, , , , , ,4,4, ,1,1,201405,1,5,3,6,7,1
180400012,2,2,2,28,1,1,1, , , , , ,3,3,2,1,1,201605,1,5,3,6,7,
180500005,1,1,1,44,1,1,1, , , , , ,4,4, ,1,1,199606,1,6,3,6,7,1
180500005,1,2,2,41,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
180500013,1,1,1,47,1,1,1, , , , , ,2,2,2,1,1,198809,1,6,3,6,7,1
190100008,1,1,1,64,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
190100013,1,1,1,38,1,1,1, , , , , ,3,3,1,1,1,201410,1,5,3,6,7,1
190100013,1,2,2,57,2,1,22, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
190100013,1,3,2,51,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
190100013,1,4,2,40,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
190100013,1,5,2,40,2,1,22, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
190100019,1,1,1,54,1,1,1, , , , , ,4,4, ,7,1,199802,1,5,3,6,7,1
190100019,2,2,2,40,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
190100022,1,1,1,24,2,1,1, , , , , ,4,4, ,1,1,201401,1,5,3,6,7,1
190100022,2,2,2,31,2,1,1, , , , , ,3,3,2,1,1,200610,1,5,3,6,7,
190100026,1,1,1,26,1,1,1, , , , , ,3,3,2,1,1,201003,1,5,3,6,7,1
190100027,1,1,1,33,1,1,1, , , , , ,4,4, ,1,1,201511,1,5,3,6,7,1
190100027,1,2,2,34,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
190200001,1,1,1,64,1,1,1, , , , , ,3,3,2,1,1,198008,1,5,3,6,7,1
190200005,1,1,1,63,1,1,1, , , , , ,2,1,2,7,3,      ,0,6,3,6,7,1
190200006,1,1,1,40,1,1,1, , , , , ,3,3,2,1,1,199505,1,5,3,6,7,1
190200006,1,2,2,42,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
190200007,1,1,1,          , ,  ,1, , , , , ,4,4, ,1, ,      ,0, , ,6,7,1
190200007,1,2,2,57,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
190200010,1,1,1,25,1,1,1, , , , , ,3,3,1,1,1,201508,1,5,3,6,7,1
190200010,2,2,2,42,2,1,1, , , , , ,3,3,2,1,1,199508,1,5,3,6,7,
190200018,2,1,1,27,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
190400003,1,1,1,67,2,1,1, , , , , ,3,3,2,1,1,198811,1,5,3,6,7,1
190400003,1,2,2,38,1,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
190500004,1,1,1,33,2,1,1, , , , , ,3,3,2,2,1,200111,1,5,3,6,7,1
190500006,1,1,1,45,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
190500007,2,1,1,31,2,1,1, , , , , ,4,4, ,1,1,201607,1,5,3,6,7,1
190500007,2,2,2,54,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
190500007,2,3,2,33,2,1,1, , , , , ,3,3,2,1,1,200705,1,5,3,6,7,
190500014,1,1,1,50,1,1,1, , , , , ,4,4, ,1,1,198505,1,5,3,6,7,1
190500014,1,2,2,63,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
190500017,1,1,1,50,2,1,1, , , , , ,4,4, ,1,1,200105,1,5,3,6,7,1
190500017,1,2,2,71,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
190500021,1,1,1,31,2,1,1, , , , , ,3,3,2,1,1,200811,1,5,3,6,7,1
190500024,1,1,1,20,1,1,1, , , , , ,4,4, ,1,1,201409,1,5,3,6,7,1
190500024,2,2,2,31,2,1,1, , , , , ,3,3,2,1,1,201311,1,5,3,6,7,
190500025,1,1,1,27,1,1,1, , , , , ,3,3,2,1,1,201102,1,5,3,6,7,1
190500027,1,1,1,23,1,1,1, , , , , ,4,4, ,1,1,201107,1,3,3,6,7,1
190500027,2,2,2,40,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
190600002,1,1,1,37,1,1,1, , , , , ,3,3,2,3,1,201608,1,4,3,6,7,1
190600002,1,2,2,39,1,1,22, , , , , ,2,2,2,3,3,      ,0,6,3,6,7,
190600004,1,1,1,          , ,  ,  , , , , , , , , , , ,      ,0, , , , ,1
190600004,1,2,2,24,1,1,1, , , , , ,3,3,2,1,1,201502,1,5,3,6,7,
190600012,1,1,1,55,1,1,1, , , , , ,4,4, ,1,1,200604,1,5,3,6,7,1
190600012,1,2,2,54,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
190700006,1,1,1,50,1,1,1, , , , , ,4,4, ,1,1,199707,1,5,3,6,7,1
190700006,1,2,2,67,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
190700007,1,1,1,25,1,1,1, , , , , ,2,2,2,2,1,201007,1,4,3,6,7,1
190700008,1,1,1,22,1,1,1, , , , , ,3,3,2,1,1,201409,1,5,3,6,7,1
200100001,1,1,1,36,2,1,1, , , , , ,3,3,2,1,1,200210,1,5,3,6,7,1
200100002,1,1,1,42,1,1,1, , , , , ,4,4, ,1,1,199205,1,5,3,6,7,1
200100002,2,2,2,24,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
200100008,1,1,1,46,1,1,1, , , , , ,2,2,2,1,1,198907,1,5,3,6,7,1
200100008,2,2,2,41,2,1,1, , , , , ,4,4, ,1,1,200608,1,5,3,6,7,
200100009,1,1,1,          , ,  ,  , , , , , , , , , , ,      ,0, , , , ,1
200100009,1,2,2,42,1,1,1, , , , , ,4,4, ,1,1,199304,1,5,3,6,7,
200100009,1,3,2,40,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
200100022,1,1,1,44,1,1,1, , , , , ,2,2,2,1,1,199108,1,5,3,6,7,1
200100022,2,2,2,50,1,1,1, , , , , ,4,4, ,1,1,198705,1,5,3,6,7,
200200002,1,1,1,49,1,1,1, , , , , ,2,2,2,7,1,198610,1,4,3,6,7,1
200300002,1,1,1,30,1,1,1, , , , , ,3,3,2,1,1,200509,1,5,3,6,7,1
200300005,1,1,1,68,1,1,1, , , , , ,4,4, ,1,1,196903,1,5,3,6,7,1
200300005,1,2,2,69,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,1,7,
200300013,1,1,1,41,2,1,1, , , , , ,2,2,2,1,1,200305,1,5,3,6,7,1
200300013,1,3,2,4,1,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
200300013,2,2,2,70,1,1,1, , , , , ,3,3,2,1,1,197302,1,5,3,6,7,
200300013,2,4,2,63,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
200300013,2,5,2,39,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
200300016,1,2,2,53,2,1,1, , , , , ,3,3,2,1,1,199006,1,6,3,6,7,
200300016,2,1,1,43,1,1,1, , , , , ,4,4, ,1,1,199211,1,6,3,6,7,1
200300020,1,1,1,53,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,1
200300023,1,1,1,19,1,1,1, , , , , ,4,4, ,1,1,201509,1,5,3,6,7,1
200300023,2,2,2,58,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
200300029,1,2,2,52,2,1,1, , , , , ,3,3,2,2,1,199212,1,5,3,6,7,
200300029,1,3,2,3,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
200300029,1,4,2,35,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
200300029,2,1,1,34,1,1,1, , , , , ,4,4, ,1,1,200011,1,5,3,6,7,1
200300034,1,1,1,24,1,1,1, , , , , ,3,3,2,1,1,201305,1,5,3,6,7,1
200400006,1,1,1,33,2,1,1, , , , , ,3,3,2,2,1,200210,1,5,3,6,7,1
200400006,1,2,2,42,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
200400015,2,1,1,25,1,1,1, , , , , ,3,3,2,1,1,201310,1,5,3,6,7,1
200400016,1,1,1,25,1,1,1, , , , , ,3,3,2,1,1,200912,1,5,3,6,7,1
200400018,1,1,1,          , ,  ,1, , , , , ,4,4, ,1,1,      ,0,6,3,6,7,1
200400018,2,2,2,50,1,1,1, , , , , ,4,4, ,7,1,198502,1,5,3,6,7,
200400018,2,3,2,35,2,1,22, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
200400019,1,1,1,49,1,1,1, , , , , ,4,4, ,1,1,198902,1,5,3,6,7,1
200400019,1,2,2,57,1,1,3, , , , , ,2,2,2,7,3,      ,0,4,3,1,7,
200400022,1,1,1,17,2,1,3, , , , , ,3,3,2,7,3,201701,1,6,3,3,7,1
200400022,1,2,2,29,1,1,1, , , , , ,4,4, ,1,1,200601,1,5,3,6,7,
200400026,1,1,1,38,1,1,1, , , , , ,3,3,2,1,1,199708,1,5,3,6,7,1
200400026,1,2,2,60,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
200400026,1,3,2,30,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
200400026,1,4,2,2,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
200400037,1,1,1,58,1,1,1, , , , , ,4,4, ,7,1,199001,1,5,3,6,7,1
200400037,1,2,2,62,2,1,22, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
200400042,6,1,1,37,1,1,1, , , , , ,4,4, ,7,1,199811,1,4,3,6,7,1
200400042,6,2,2,43,1,1,3, , , , , ,1,1,2,7,3,      ,0,6,3,1,7,
200400042,6,3,2,56,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,1,7,
200400045,1,1,1,29,2,1,1, , , , , ,2,2,2,1,1,200609,1,5,3,6,7,1
200400055,1,1,1,27,2,1,1, , , , , ,3,3,2,1,1,201311,1,5,3,6,7,1
10000270,1,1,1,24,1,1,1, , , , , ,3,3,2,1,1,201201,1,5,2,6,7,1
10000270,1,3,2,25,1,1,21, , , , , ,3,2,2,1,3,      ,0,6,3,6,7,
10000270,2,2,2,31,1,1,1, , , , , ,3,3,2,1,1,200501,1,5,2,6,7,
10000284,1,1,1,78,1,1,1, , , , , ,4,4, ,1,1,197810,1,5,3,6,7,1
10000284,1,2,2,58,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,
10000284,1,3,2,48,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,
10000302,1,1,1,45,1,1,1, , , , , ,3,2,2,1,2,      ,0,4,2,6,7,1
10000327,1,1,1,49,2,1,1, , , , , ,4,4, ,1,1,198812,1,5,2,6,7,1
10000327,2,2,2,21,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10000327,2,3,2,18,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10000329,1,1,1,34,1,1,1, , , , , ,3,3,2,1,1,200010,1,3,2,6,7,1
10000330,1,1,1,31,1,1,1, , , , , ,3,3,2,1,2,      ,0,1,2,6,7,1
10000333,1,1,1,34,1,1,1, , , , , ,4,4, ,1,1,200301,1,5,3,6,7,1
10000333,2,2,2,22,1,1,22, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
10000333,2,3,2,20,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10000333,3,4,2,26,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10000345,1,1,1,46,1,1,1, , , , , ,4,4, ,1,1,199111,1,5,3,6,7,1
10000345,2,2,2,51,1,1,1, , , , , ,2,2,2,1,1,198411,1,5,3,6,7,
10000366,1,1,1,          , ,  ,1, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,1
10000366,2,2,2,46,1,1,1, , , , , ,4,4, ,1,2,199204,1,5,2,6,7,
10000366,2,3,2,73,1,1,22, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
10000368,1,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0, , ,6,7,1
10000368,1,2,2,30,2,1,3, , , , , ,3,3,1,7,3,      ,0,6,3,2,7,
10000379,1,1,1,37,1,1,1, , , , , ,4,4, ,1,1,199703,1,5,3,6,7,1
10000379,2,2,2,38,1,1,1, , , , , ,3,3,1,3,1,200505,1,5,3,6,7,
10000392,1,1,1,34,1,1,1, , , , , ,4,4, ,1,1,201612,1,5,2,6,7,1
10000392,2,2,2,34,2,1,1, , , , , ,3,3,2,3,3,      ,0,5,2,6,7,
10000395,1,1,1,56,1,1,1, , , , , ,4,4, ,1,1,199210,1,5,3,6,7,1
10000395,1,2,2,2,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
10000398,1,1,1,36,1,1,1, , , , , ,3,3,2,1,1,199808,1,5,2,6,7,1
10000401,1,1,1,40,1,1,1, , , , , ,4,4, ,1,1,200101,1,5,2,6,7,1
10000401,2,2,2,62,1,1,1, , , , , ,3,3,2,1,1,197501,1,5,2,6,7,
10000401,2,3,2,61,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10000404,1,1,1,78,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,1
10000404,1,2,2,31,1,1,1, , , , , ,4,4, ,1,1,200904,1,5,2,6,7,
10000405,1,1,1,44,2,1,1, , , , , ,4,4, ,1,1,200006,1,5,2,6,7,1
10000405,1,2,2,89,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,5,7,
10000426,1,1,1,42,1,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,3,7,1
10000429,1,1,1,17,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
10000430,1,1,1,52,2,1,1, , , , , ,4,4, ,1,1,199909,1,5,2,6,7,1
10000430,1,2,2,11,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
10000431,1,1,1,31,1,1,1, , , , , ,4,4, ,1,1,201106,1,5,2,6,7,1
10000431,1,2,2,51,2,1,3, , , , , ,3,3,1,7,3,      ,0,6,3,1,7,
10000434,1,1,1,38,1,1,1, , , , , ,3,3,2,1,1,200309,1,5,2,6,7,1
10000434,1,2,2,29,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10000435,1,1,1,42,1,1,1, , , , , ,3,3,1,1,1,200007,1,5,2,6,7,1
10000435,2,2,2,47,1,1,1, , , , , ,3,3,2,1,1,198810,1,5,2,6,7,
10000436,1,1,1,41,1,1,1, , , , , ,4,4, ,1,1,199404,1,4,2,6,7,1
10000436,1,2,2,11,2,1,21, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
10000437,1,1,1,50,1,1,1, , , , , ,4,4, ,1,1,198605,1,5,2,6,7,1
10000437,2,2,2,53,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10000461,1,1,1,70,2,1,1, , , , , ,4,4, ,1,1,199202,1,5,2,6,7,1
10000461,1,2,2,77,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,
10000465,1,1,1,43,1,1,1, , , , , ,2,2,2,3,1,200806,1,5,2,6,7,1
10000467,1,1,1,34,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,2,6,7,1
10000467,2,2,2,44,2,1,1, , , , , ,2,2,2,7,1,201607,1,5,2,6,7,
10300101,1,1,1,63,1,1,1, , , , , ,4,4, ,1,1,197901,1,5,3,6,7,1
10300101,2,2,2,22,1,1,1, , , , , ,4,4, ,1,1,200401,1,5,3,6,7,
10300101,2,3,2,33,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10400055,1,1,1,35,1,1,1, , , , , ,4,4, ,1,1,199907,1,5,2,6,7,1
10400055,1,2,2,70,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
10600124,1,1,1,43,1,1,1, , , , , ,4,4, ,1,1,199205,1,5,2,6,7,1
10600124,2,2,2,44,2,1,22, , , , , ,3,3,1,7,3,      ,0,6,3,6,7,
10600124,2,3,2,6,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
10800038,1,1,1,26,1,1,1, , , , , ,4,4, ,1,1,200812,1,2,3,6,7,1
10800038,2,2,2,29,1,1,1, , , , , ,3,3,2,1,1,200801,1,5,3,6,7,
10800038,2,3,2,28,1,2,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
10800057,1,1,1,33,1,1,1, , , , , ,4,4, ,1,1,200512,1,5,3,6,7,1
10800057,2,2,2,36,1,1,1, , , , , ,3,3,2,1,1,200302,1,5,3,6,7,
10800059,1,1,1,57,1,25,1, , , , , ,3,3,2,1,1,199401,1,5,2,6,7,1
10900079,1,1,1,25,1,1,1, , , , , ,4,4, ,1,1,201410,1,5,2,6,7,1
10900079,1,2,2,22,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
11000053,1,1,1,67,2,1,1, , , , , ,2,2,2,1,1,198404,1,5,2,6,7,1
11000061,1,1,1,35,2,1,1, , , , , ,3,3,2,1,1,200006,1,5,2,6,7,1
11000082,1,1,1,36,1,1,1, , , , , ,3,3,2,1,1,199901,1,5,2,6,7,1
11000082,2,2,2,62,1,1,1, , , , , ,4,4, ,1,1,198207,1,5,2,6,7,
11300071,1,1,1,23,1,1,1, , , , , ,4,4, ,1,1,201502,1,5,2,6,7,1
11300071,2,2,2,72,2,1,1, , , , , ,3,3,1,1,1,199205,1,5,2,6,7,
11300090,1,1,1,44,2,1,1, , , , , ,4,4, ,1,1,199112,1,5,2,6,7,1
11300090,2,2,2,68,1,1,1, , , , , ,3,3,1,1,1,196811,1,5,2,6,7,
11400103,1,1,1,39,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
11400103,1,2,2,29,2,1,1, , , , , ,4,4, ,1,1,201008,1,5,3,6,7,
11400105,1,1,1,33,1,1,1, , , , , ,4,4, ,1,1,200707,1,5,3,6,7,1
11400105,2,2,2,31,2,1,1, , , , , ,3,3,2,1,1,200803,1,5,3,6,7,
11400105,3,3,2,41,2,1,1, , , , , ,4,4, ,1,1,199410,1,5,3,6,7,
11400105,4,4,2,30,2,1,1, , , , , ,4,4, ,1,1,200906,1,5,3,6,7,
11400106,1,1,1,47,1,1,1, , , , , ,4,4, ,1,1,201311,1,5,2,6,7,1
11400106,1,2,2,73,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,
11400106,1,3,2,76,2,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,3,7,
11400113,1,1,1,73,2,1,1, , , , , ,4,4, ,1,1,197511,1,5,2,6,7,1
11400113,2,2,2,47,1,1,1, , , , , ,3,3,1,7,3,      ,0,5,2,6,7,
11500063,1,1,1,60,1,1,1, , , , , ,4,4, ,1,1,198606,1,5,2,6,7,1
11500063,2,2,2,78,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
11700043,1,1,1,36,1,1,1, , , , , ,3,3,1,3,1,200903,1,5,2,6,7,1
11900028,1,1,1,23,1,1,1, , , , , ,3,3,2,1,1,201111,1,5,3,6,7,1
11900028,2,2,2,47,1,1,1, , , , , ,2,2,2,1,1,198801,1,5,3,6,7,
11900028,2,3,2,24,2,1,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
11900028,2,4,2,45,2,1,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
11900028,2,5,2,69,1,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
11900028,2,6,2,68,2,1,22, , , , , ,2,1,2,2,3,      ,0,6,3,6,7,
